1195,4236,-589
949,4324,1643
-273,3049,1423
-238,3023,-106
1168,4253,-106
-774,2777,1450
1423,4350,1151
-572,3023,1151
-176,3155,1327
-264,3295,-264
-185,3190,26
1344,4385,43
